Resp;Desc Resp;VP;Gerencia;Proc;Desc Proc;Item;Desc Item;Classif;CC; Jan-25 ; Feb-25 ; Mar-25 ; Apr-25 ; May-25 ; Jun-25 ; Jul-25 ; Aug-25 ; Sep-25 ; Oct-25 ; Nov-25 ; Dec-25 ; FY25 ; FY26 ; FY27 ; FY28 ; FY29 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3504;Flota Perforadoras D75K                 ;4104;Lubricantes                             ;S&C;271135044104; 27.425 ; 28.757 ; 26.893 ; 26.094 ; 27.425 ; 26.094 ; 28.757 ; 26.627 ; 29.289 ; 30.354 ; 30.088 ; 30.354 ; 338.158 ; 429.731 ; 451.776 ; 382.095 ; 447.488 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3504;Flota Perforadoras D75K                 ;4301;Repuestos Rodados                       ;Spare Parts;271135044301; 39.899 ; 38.780 ; 43.628 ; 39.526 ; 41.018 ; 41.391 ; 41.763 ; 38.035 ; 41.763 ; 37.662 ; 41.391 ; 38.203 ; 483.058 ; 607.281 ; 683.980 ; 556.291 ; 604.094 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3504;Flota Perforadoras D75K                 ;4308;Repuestos y componentes reparados Mina  ;Spare Parts;271135044308; -   ; 157.746 ; 8.570 ; -   ; 143.402 ; 175.356 ; -   ; -   ; 232.975 ; 21.861 ; -   ; -   ; 739.910 ; 826.342 ; 523.817 ; 629.188 ; 350.822 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3504;Flota Perforadoras D75K                 ;4326;Repuestos Electricos                    ;Spare Parts;271135044326; 38.325 ; 36.253 ; 36.944 ; 39.706 ; 39.015 ; 35.908 ; 37.634 ; 40.741 ; 34.181 ; 37.634 ; 34.527 ; 47.054 ; 457.921 ; 521.771 ; 527.763 ; 564.139 ; 622.077 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3504;Flota Perforadoras D75K                 ;4342;Repuestos Contratos Marc                ;Spare Parts;271135044342; -   ; 98.978 ; 5.281 ; -   ; 79.534 ; 119.219 ; -   ; -   ; 153.918 ; 12.145 ; -   ; -   ; 469.074 ; 555.727 ; 397.143 ; 386.050 ; 246.875 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3504;Flota Perforadoras D75K                 ;4394;Rptos. Mecanicos                        ;Spare Parts;271135044394; 68.280 ; 79.549 ; 65.628 ; 72.920 ; 72.257 ; 78.224 ; 68.280 ; 64.965 ; 68.943 ; 74.909 ; 68.280 ; 66.291 ; 848.527 ; 1.040.706 ; 1.094.369 ; 1.007.798 ; 1.174.314 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3541;Carguio Rosario General                 ;3301;Remuneraciones Mantenedores             ;Maintenance;271135413301; 785.621 ; 837.529 ; 673.606 ; 732.079 ; 781.123 ; 695.067 ; 748.024 ; 734.785 ; 726.443 ; 688.395 ; 661.661 ; 842.247 ; 8.906.579 ; 9.943.299 ; 9.652.069 ; 9.192.945 ; 8.607.452 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4411;Contratos Marc Mano Obra                ;Contractors;271135424411; 218.754 ; 227.460 ; 212.211 ; 239.992 ; 196.618 ; 240.777 ; 246.364 ; 215.894 ; 210.170 ; 248.488 ; 219.749 ; 224.454 ; 2.700.931 ; 2.388.415 ; 2.831.551 ; 2.496.981 ; 2.689.326 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4412;Contratos Marc Gastos Generales         ;Contractors;271135424412; 7.509 ; 10.000 ; 10.400 ; 9.900 ; 11.700 ; 10.000 ; 11.600 ; 10.000 ; 11.700 ; 10.200 ; 12.000 ; 9.800 ; 124.809 ; 131.948 ; 169.103 ; 182.224 ; 207.884 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4413;Contratos Marc Reparaciones             ;Contractors;271135424413; -   ; 36.000 ; 343.338 ; -   ; -   ; 110.720 ; 369.576 ; 29.977 ; 155.910 ; -   ; 30.833 ; 89.548 ; 1.165.903 ; 1.397.616 ; 3.774.275 ; 1.667.270 ; 1.913.818 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4414;Otros Contratos Servicio Mantencion Mina;Contractors;271135424414; 55.186 ; 75.250 ; 36.081 ; 76.618 ; 50.829 ; 68.409 ; 36.750 ; 81.406 ; 51.313 ; 71.145 ; 32.741 ; 65.945 ; 701.673 ; 693.724 ; 835.267 ; 897.043 ; 845.133 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4415;Mano Obra Contrato Rep. Motores         ;Contractors;271135424415; 46.972 ; 53.682 ; 55.600 ; 50.807 ; 46.972 ; 49.369 ; 56.079 ; 48.889 ; 53.682 ; 58.495 ; 58.495 ; 51.248 ; 630.289 ; 762.239 ; 819.151 ; 944.828 ; 932.677 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4417;Servicio Overhaul Motores               ;Contractors;271135424417; 4.664 ; 215.797 ; -   ; -   ; 6.235 ; 2.842 ; -   ; 386.947 ; 2.542 ; -   ; 5.739 ; 2.842 ; 627.607 ; 1.666.073 ; 224.445 ; 966.897 ; 1.172.887 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4427;Contrato Servicios Neumaticos           ;Contractors;271135424427; 7.893 ; 6.679 ; 8.096 ; 7.826 ; 7.961 ; 7.016 ; 7.556 ; 7.826 ; 7.826 ; 7.826 ; 7.691 ; 7.219 ; 91.416 ; 81.362 ; 88.495 ; 92.227 ; 95.716 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4441;Contrato Reparaciones  Estructurales    ;Contractors;271135424441; -   ; -   ; -   ; -   ; 49.690 ; 44.261 ; -   ; 47.184 ; -   ; -   ; -   ; -   ; 141.135 ; 164.667 ; 219.086 ; 255.477 ; 312.490 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4104;Lubricantes                             ;S&C;271135424104; 15.550 ; 16.127 ; 20.330 ; 19.140 ; 18.074 ; 16.175 ; 17.785 ; 17.618 ; 19.387 ; 17.979 ; 19.222 ; 16.837 ; 214.225 ; 239.188 ; 289.459 ; 302.066 ; 320.266 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4128;Nitrogeno                               ;S&C;271135424128; 27 ; 28 ; 26 ; 27 ; 29 ; 30 ; 25 ; 24 ; 28 ; 29 ; 30 ; 29 ; 331 ; 339 ; 349 ; 345 ; 358 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4191;Aros y Cadenas                          ;S&C;271135424191; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 69.696 ; -   ; 80.256 ; -   ; 84.480 ; 234.432 ; 39.267 ; 82.654 ; 39.738 ; 85.422 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4304;Repuestos Materiales Desgastes          ;Spare Parts;271135424304; 56.752 ; 52.125 ; 66.649 ; 64.916 ; 61.054 ; 67.860 ; 70.118 ; 64.277 ; 62.848 ; 69.710 ; 58.235 ; 65.735 ; 760.278 ; 860.150 ; 763.272 ; 776.554 ; 956.365 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4341;Repuestos Equipos Mina CMDIC            ;Spare Parts;271135424341; 4.365 ; 4.575 ; 4.620 ; 5.108 ; 4.575 ; 4.753 ; 4.664 ; 4.397 ; 5.330 ; 4.531 ; 5.197 ; 4.753 ; 56.867 ; 66.621 ; 70.777 ; 75.993 ; 93.493 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4342;Repuestos Contratos Marc                ;Spare Parts;271135424342; 194.594 ; 171.644 ; 223.506 ; 188.704 ; 213.438 ; 196.696 ; 195.437 ; 192.564 ; 200.955 ; 187.075 ; 191.903 ; 202.755 ; 2.359.274 ; 2.560.132 ; 2.409.941 ; 2.234.640 ; 2.759.509 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3542;Carguio Rosario Cargador LT             ;4343;Repuestos Motores                       ;Spare Parts;271135424343; 20.942 ; 22.297 ; 23.374 ; 23.199 ; 28.199 ; 25.781 ; 24.534 ; 25.000 ; 12.829 ; 14.582 ; 14.625 ; 13.985 ; 249.346 ; 280.723 ; 144.092 ; 176.289 ; 160.279 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3543;Carguio Rosario Cargador CAT            ;4411;Contratos Marc Mano Obra                ;Contractors;271135434411; 15.511 ; 15.241 ; 16.901 ; 14.913 ; 13.795 ; 15.199 ; 12.411 ; 12.411 ; 15.733 ; 14.381 ; 13.234 ; 14.860 ; 174.591 ; -   ; -   ; -   ; -   
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3543;Carguio Rosario Cargador CAT            ;4412;Contratos Marc Gastos Generales         ;Contractors;271135434412; 3.810 ; 3.305 ; 4.148 ; 3.418 ; 3.666 ; 3.551 ; 3.444 ; 3.258 ; 3.792 ; 3.378 ; 3.340 ; 3.715 ; 42.825 ; -   ; -   ; -   ; -   
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3543;Carguio Rosario Cargador CAT            ;4414;Otros Contratos Servicio Mantencion Mina;Contractors;271135434414; 2.548 ; 1.896 ; 2.595 ; 1.577 ; 2.643 ; 1.705 ; 2.306 ; 1.783 ; 2.306 ; 1.605 ; 2.846 ; 1.591 ; 25.403 ; -   ; -   ; -   ; -   
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3543;Carguio Rosario Cargador CAT            ;4441;Contrato Reparaciones  Estructurales    ;Contractors;271135434441; 47.494 ; 6.529 ; 6.280 ; 7.337 ; 7.462 ; 6.156 ; 7.462 ; 6.094 ; 6.653 ; 6.405 ; 6.778 ; 6.156 ; 120.805 ; -   ; -   ; -   ; -   
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3543;Carguio Rosario Cargador CAT            ;4104;Lubricantes                             ;S&C;271135434104; 285 ; 279 ; 269 ; 296 ; 264 ; 307 ; 285 ; 293 ; 258 ; 266 ; 304 ; 277 ; 3.383 ; -   ; -   ; -   ; -   
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3543;Carguio Rosario Cargador CAT            ;4191;Aros y Cadenas                          ;S&C;271135434191; 78.848 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 78.848 ; -   ; -   ; -   ; -   
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3543;Carguio Rosario Cargador CAT            ;4304;Repuestos Materiales Desgastes          ;Spare Parts;271135434304; 275 ; 242 ; 278 ; 267 ; 283 ; 297 ; 294 ; 302 ; 277 ; 278 ; 287 ; 262 ; 3.341 ; -   ; -   ; -   ; -   
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3543;Carguio Rosario Cargador CAT            ;4342;Repuestos Contratos Marc                ;Spare Parts;271135434342; 482 ; 480 ; 482 ; 449 ; 455 ; 493 ; 469 ; 473 ; 471 ; 491 ; 514 ; 536 ; 5.796 ; -   ; -   ; -   ; -   
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3544;Carguio Rosario Palas                   ;4414;Otros Contratos Servicio Mantencion Mina;Contractors;271135444414; 200.057 ; 179.774 ; 200.760 ; 179.075 ; 188.254 ; 178.325 ; 175.735 ; 185.160 ; 174.121 ; 182.048 ; 171.103 ; 212.711 ; 2.227.124 ; 2.548.418 ; 2.405.626 ; 2.780.811 ; 2.679.699 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3544;Carguio Rosario Palas                   ;4441;Contrato Reparaciones  Estructurales    ;Contractors;271135444441; 305.850 ; 371.796 ; 292.742 ; 249.588 ; 239.951 ; 493.127 ; 216.730 ; 230.986 ; 365.933 ; 335.712 ; 217.304 ; 246.600 ; 3.566.319 ; 2.230.452 ; 2.302.435 ; 672.179 ; 581.600 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3544;Carguio Rosario Palas                   ;4104;Lubricantes                             ;S&C;271135444104; 41.223 ; 36.504 ; 45.334 ; 47.800 ; 51.468 ; 26.639 ; 34.037 ; 40.185 ; 32.357 ; 29.311 ; 44.776 ; 41.116 ; 470.749 ; 237.787 ; 205.147 ; 303.314 ; 197.498 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3544;Carguio Rosario Palas                   ;4301;Repuestos Rodados                       ;Spare Parts;271135444301; 41.082 ; 38.207 ; 39.532 ; 49.539 ; 46.930 ; 26.048 ; 33.155 ; 35.747 ; 33.208 ; 30.377 ; 34.842 ; 34.262 ; 442.929 ; 205.796 ; 207.294 ; 229.025 ; 175.454 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3544;Carguio Rosario Palas                   ;4303;Repuestos Cables de Acero               ;Spare Parts;271135444303; 135.828 ; 71.087 ; 140.636 ; 55.952 ; 155.362 ; 77.640 ; 149.958 ; 49.603 ; 165.004 ; 34.728 ; 151.993 ; 57.533 ; 1.245.325 ; 493.820 ; 253.430 ; 287.100 ; 263.833 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3544;Carguio Rosario Palas                   ;4304;Repuestos Materiales Desgastes          ;Spare Parts;271135444304; 180.520 ; 170.794 ; 214.404 ; 233.642 ; 232.918 ; 116.645 ; 146.144 ; 184.464 ; 134.830 ; 149.496 ; 169.855 ; 191.098 ; 2.124.807 ; 949.502 ; 1.004.429 ; 1.194.064 ; 813.672 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3544;Carguio Rosario Palas                   ;4308;Repuestos y componentes reparados Mina  ;Spare Parts;271135444308; 664.006 ; 27.127 ; 27.730 ; 571.776 ; 168.070 ; 140.714 ; 72.707 ; 157.946 ; -   ; 115.640 ; -   ; 111.093 ; 2.056.809 ; 1.963.901 ; 1.370.062 ; 2.267.392 ; 2.112.028 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3544;Carguio Rosario Palas                   ;4326;Repuestos Electricos                    ;Spare Parts;271135444326; 226.105 ; 169.189 ; 233.649 ; 219.371 ; 245.155 ; 130.936 ; 182.313 ; 199.176 ; 174.994 ; 143.932 ; 186.895 ; 195.936 ; 2.307.651 ; 1.044.762 ; 932.075 ; 1.276.675 ; 822.661 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3544;Carguio Rosario Palas                   ;4342;Repuestos Contratos Marc                ;Spare Parts;271135444342; 455.820 ; 20.459 ; 19.212 ; 325.798 ; 93.215 ; 96.489 ; 48.018 ; 102.317 ; -   ; 83.578 ; -   ; 67.508 ; 1.312.415 ; 1.254.256 ; 771.644 ; 1.353.863 ; 1.462.699 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3544;Carguio Rosario Palas                   ;4394;Rptos. Mecanicos                        ;Spare Parts;271135444394; 248.617 ; 242.518 ; 273.411 ; 263.818 ; 305.505 ; 172.689 ; 186.106 ; 219.548 ; 187.567 ; 183.013 ; 210.058 ; 212.738 ; 2.705.586 ; 1.387.742 ; 1.143.680 ; 1.637.813 ; 951.745 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3545;Pala Hidraulica KMS                     ;4411;Contratos Marc Mano Obra                ;Contractors;271135454411; 394.306 ; 384.116 ; 281.786 ; 336.839 ; 279.292 ; 254.355 ; 439.789 ; 374.721 ; 367.782 ; 445.365 ; 340.025 ; 343.494 ; 4.241.871 ; 5.155.986 ; 4.624.600 ; 5.143.798 ; 4.926.557 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3545;Pala Hidraulica KMS                     ;4413;Contratos Marc Reparaciones             ;Contractors;271135454413; 615.737 ; 843.348 ; 494.121 ; 279.121 ; 478.607 ; 478.638 ; 507.862 ; 434.265 ; 602.060 ; 75.178 ; 96.653 ; 200.007 ; 5.105.599 ; 5.451.899 ; 6.160.460 ; 6.479.825 ; 4.943.422 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3545;Pala Hidraulica KMS                     ;4414;Otros Contratos Servicio Mantencion Mina;Contractors;271135454414; 25.920 ; 15.750 ; 29.484 ; 28.320 ; 13.320 ; 25.704 ; 14.700 ; 13.320 ; 29.328 ; 11.880 ; 24.480 ; 12.720 ; 244.926 ; 283.499 ; 258.404 ; 273.534 ; 298.947 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3545;Pala Hidraulica KMS                     ;4417;Servicio Overhaul Motores               ;Contractors;271135454417; 259.380 ; -   ; -   ; 298.845 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 558.225 ; 773.871 ; 857.384 ; 928.700 ; 1.001.510 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3545;Pala Hidraulica KMS                     ;4441;Contrato Reparaciones  Estructurales    ;Contractors;271135454441; 104.305 ; 17.253 ; 15.726 ; 16.948 ; 11.299 ; 79.612 ; 17.253 ; 16.948 ; 17.864 ; 83.597 ; 100.677 ; 17.253 ; 498.737 ; 1.092.107 ; 979.317 ; 1.174.719 ; 1.576.641 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3545;Pala Hidraulica KMS                     ;4104;Lubricantes                             ;S&C;271135454104; 92.800 ; 88.000 ; 82.400 ; 85.600 ; 82.400 ; 85.600 ; 106.000 ; 118.000 ; 110.000 ; 104.000 ; 117.000 ; 98.000 ; 1.169.800 ; 1.134.766 ; 1.332.172 ; 1.265.922 ; 1.434.135 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3545;Pala Hidraulica KMS                     ;4301;Repuestos Rodados                       ;Spare Parts;271135454301; 20.160 ; 21.240 ; 27.300 ; 19.800 ; 18.540 ; 27.820 ; 55.619 ; 21.060 ; 83.403 ; 18.360 ; 50.941 ; 30.160 ; 394.403 ; 399.402 ; 435.631 ; 475.914 ; 443.850 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3545;Pala Hidraulica KMS                     ;4304;Repuestos Materiales Desgastes          ;Spare Parts;271135454304; 82.600 ; 68.600 ; 80.500 ; 79.100 ; 76.300 ; 81.900 ; 111.300 ; 119.700 ; 102.900 ; 109.200 ; 115.500 ; 120.750 ; 1.148.350 ; 1.092.428 ; 1.239.341 ; 1.279.988 ; 1.274.100 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3545;Pala Hidraulica KMS                     ;4342;Repuestos Contratos Marc                ;Spare Parts;271135454342; 205.247 ; 198.320 ; 220.174 ; 178.239 ; 182.856 ; 210.976 ; 242.944 ; 265.863 ; 227.568 ; 270.447 ; 234.262 ; 275.031 ; 2.711.928 ; 3.279.340 ; 3.245.320 ; 3.789.175 ; 3.810.729 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3545;Pala Hidraulica KMS                     ;4343;Repuestos Motores                       ;Spare Parts;271135454343; 63.000 ; -   ; -   ; 66.600 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 129.600 ; 198.986 ; 208.496 ; 199.841 ; 219.861 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3547;Pala P&H                                ;4411;Contratos Marc Mano Obra                ;Contractors;271135474411; 159.516 ; 167.112 ; 150.401 ; 159.516 ; 165.593 ; 154.958 ; 173.189 ; 148.881 ; 150.401 ; 171.669 ; 168.631 ; 156.477 ; 1.926.344 ; 2.458.526 ; 2.124.619 ; 2.707.347 ; 2.950.699 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3547;Pala P&H                                ;4413;Contratos Marc Reparaciones             ;Contractors;271135474413; 28.766 ; 27.991 ; 29.470 ; 34.117 ; 35.015 ; 34.061 ; 28.373 ; 25.491 ; 25.480 ; 30.161 ; 20.693 ; 21.350 ; 340.969 ; 2.216.376 ; 4.210.078 ; 6.364.869 ; 8.607.442 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3547;Pala P&H                                ;4414;Otros Contratos Servicio Mantencion Mina;Contractors;271135474414; 77.879 ; 75.980 ; 72.689 ; 74.495 ; 73.945 ; 85.740 ; 70.990 ; 78.256 ; 117.009 ; 121.832 ; 120.114 ; 126.554 ; 1.095.484 ; 1.843.725 ; 1.797.411 ; 2.015.494 ; 2.203.308 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3547;Pala P&H                                ;4441;Contrato Reparaciones  Estructurales    ;Contractors;271135474441; 117.506 ; 88.573 ; 114.005 ; 159.184 ; 131.774 ; 248.491 ; 117.577 ; 115.704 ; 160.249 ; 200.239 ; 330.209 ; 186.023 ; 1.969.533 ; 3.779.200 ; 3.179.995 ; 3.540.706 ; 3.507.816 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3547;Pala P&H                                ;4104;Lubricantes                             ;S&C;271135474104; 20.149 ; 17.125 ; 20.349 ; 24.181 ; 22.169 ; 20.877 ; 19.567 ; 24.261 ; 33.533 ; 32.881 ; 33.799 ; 37.704 ; 306.597 ; 608.461 ; 540.734 ; 586.581 ; 655.680 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3547;Pala P&H                                ;4301;Repuestos Rodados                       ;Spare Parts;271135474301; 19.890 ; 17.690 ; 24.145 ; 23.223 ; 21.689 ; 20.643 ; 20.365 ; 23.725 ; 27.773 ; 34.759 ; 33.364 ; 36.536 ; 303.801 ; 568.358 ; 606.983 ; 562.990 ; 563.538 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3547;Pala P&H                                ;4303;Repuestos Cables de Acero               ;Spare Parts;271135474303; -   ; 76.173 ; -   ; 35.182 ; 34.214 ; -   ; 74.237 ; -   ; 33.245 ; 34.214 ; 37.764 ; 76.173 ; 401.202 ; 668.488 ; 786.332 ; 725.711 ; 770.998 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3547;Pala P&H                                ;4304;Repuestos Materiales Desgastes          ;Spare Parts;271135474304; 83.273 ; 83.349 ; 108.022 ; 92.666 ; 110.897 ; 109.904 ; 85.615 ; 112.899 ; 130.467 ; 145.432 ; 162.965 ; 163.461 ; 1.388.952 ; 2.689.107 ; 2.626.398 ; 2.691.166 ; 2.645.814 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3547;Pala P&H                                ;4342;Repuestos Contratos Marc                ;Spare Parts;271135474342; 16.281 ; 16.034 ; 19.984 ; 17.488 ; 19.278 ; 20.920 ; 25.739 ; 24.288 ; 27.406 ; 33.149 ; 36.072 ; 35.896 ; 292.534 ; 861.875 ; 1.720.327 ; 1.771.643 ; 2.061.757 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3548;Pala 495 HR                             ;4414;Otros Contratos Servicio Mantencion Mina;Contractors;271135484414; 154.330 ; 150.603 ; 143.994 ; 147.558 ; 139.749 ; 158.511 ; 137.804 ; 139.743 ; 143.475 ; 161.042 ; 150.570 ; 144.429 ; 1.771.810 ; 2.021.006 ; 2.160.524 ; 2.205.635 ; 2.282.707 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3548;Pala 495 HR                             ;4441;Contrato Reparaciones  Estructurales    ;Contractors;271135484441; 296.005 ; 369.743 ; 294.110 ; 433.142 ; 285.196 ; 285.818 ; 469.979 ; 421.960 ; 449.508 ; 256.711 ; 421.508 ; 273.053 ; 4.256.731 ; 4.608.241 ; 4.972.203 ; 5.214.671 ; 4.160.454 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3548;Pala 495 HR                             ;4104;Lubricantes                             ;S&C;271135484104; 44.909 ; 35.853 ; 48.270 ; 48.568 ; 46.455 ; 45.803 ; 43.828 ; 43.430 ; 46.403 ; 47.597 ; 45.092 ; 43.037 ; 539.244 ; 486.730 ; 590.755 ; 513.190 ; 525.255 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3548;Pala 495 HR                             ;4301;Repuestos Rodados                       ;Spare Parts;271135484301; 42.341 ; 38.280 ; 44.435 ; 50.879 ; 42.582 ; 41.065 ; 38.538 ; 42.505 ; 50.428 ; 46.122 ; 48.104 ; 40.477 ; 525.756 ; 462.663 ; 521.789 ; 521.195 ; 560.343 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3548;Pala 495 HR                             ;4303;Repuestos Cables de Acero               ;Spare Parts;271135484303; 207.042 ; 171.312 ; 104.922 ; 179.481 ; 213.902 ; 73.081 ; 216.212 ; 148.158 ; 163.499 ; 153.509 ; 109.961 ; 296.426 ; 2.037.504 ; 2.042.213 ; 2.315.261 ; 2.280.711 ; 2.561.893 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3548;Pala 495 HR                             ;4304;Repuestos Materiales Desgastes          ;Spare Parts;271135484304; 178.908 ; 169.826 ; 188.340 ; 189.694 ; 179.627 ; 218.984 ; 200.567 ; 222.175 ; 184.253 ; 208.142 ; 197.281 ; 203.043 ; 2.340.840 ; 2.212.577 ; 2.657.066 ; 2.202.632 ; 2.278.783 
2711;Ste. Mantención Palas y Perforadoras    ;VPO MINA;Gerencia Mantención Mina                ;3548;Pala 495 HR                             ;4308;Repuestos y componentes reparados Mina  ;Spare Parts;271135484308; 62.915 ; -   ; 11.779 ; 713.414 ; 250.048 ; 391.043 ; 438.791 ; 74.327 ; 1.247.664 ; 11.878 ; 14.410 ; 213.863 ; 3.430.133 ; 5.960.510 ; 5.234.793 ; 6.309.536 ; 6.924.945 
